property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_usd_per_m2
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.699479499999995,-58.3920795,37.0,1837.8378378378384
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.6865195399,-58.4120826534,75.0,1200.0
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.821147606,-58.1825277699,87.0,2183.908045977012
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.821147606,-58.1825277699,87.0,2183.908045977012
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.821147606,-58.1825277699,87.0,2183.908045977012
apartment,Capital Federal,Caballito,-34.6203816,-58.4414988,85.0,2058.8235294117653
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3589836,-58.6801517,230.0,1521.7391304347825
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.6788923824,-58.4209719307,300.0,300.0
PH,Capital Federal,Liniers,-34.6440316,-58.51532140000001,130.0,2000.0
apartment,Capital Federal,Puerto Madero,-34.6177194,-58.3620561,85.0,7588.235294117647
apartment,Capital Federal,Villa Urquiza,-34.5711973,-58.4907647,50.0,2700.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9342703,-57.9509289,97.0,1876.2886597938143
apartment,Bs.As. G.B.A. Zona Sur,Wilde,-34.6984843,-58.3134284,43.0,1953.4883720930234
store,Capital Federal,Boedo,-34.6248066,-58.4224007,118.0,1499.1525423728813
PH,Capital Federal,San Cristobal,-34.618366200000004,-58.39599739999999,82.0,1829.2682926829266
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.6942098532,-58.3984006873,155.0,774.1935483870967
apartment,Capital Federal,Villa Crespo,-34.5976786,-58.4430195,73.0,2534.2465753424663
store,Bs.As. G.B.A. Zona Sur,Lanús,-34.6980967844,-58.3917646878,94.0,1808.5106382978727
apartment,Capital Federal,Flores,-34.6307374,-58.460108,107.0,2570.093457943925
PH,Bs.As. G.B.A. Zona Sur,Bernal,-34.7443651,-58.2472076,108.0,1435.1851851851852
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.6998299904,-58.4097453767,270.0,1000.0
apartment,Capital Federal,Coghlan,-34.560968100000004,-58.4758459,70.0,2428.5714285714284
apartment,Capital Federal,Caballito,-34.6289287,-58.4399733,38.0,2078.9473684210525
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.470828999999995,-58.52861020000001,30.0,3166.666666666666
house,Capital Federal,Parque Patricios,-34.6361297285,-58.4107951324,504.0,1091.2698412698412
apartment,Capital Federal,Caballito,-34.6209278,-58.44587360000001,108.0,2037.037037037037
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3827031693,-58.6853589929,230.0,1434.7826086956522
apartment,Capital Federal,Caballito,-34.61033920000001,-58.4480226,49.0,2653.061224489796
apartment,Capital Federal,Villa Urquiza,-34.575932472,-58.484775346400006,86.0,2651.1627906976746
apartment,Santa Fe,Rosario,-32.949094800000005,-60.6605052,63.0,2095.2380952380954
apartment,Santa Fe,Rosario,-32.9525478,-60.6471407,88.0,1113.6363636363637
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.42263270000001,-58.6587913,147.0,2312.925170068027
apartment,Capital Federal,Parque Patricios,-34.6369326,-58.4117836,64.0,1873.4375
house,Córdoba,Córdoba,-31.4586244,-64.1508184,180.0,856.8339444444442
house,Bs.As. G.B.A. Zona Sur,Ezeiza,-34.8511094,-58.5201705,400.0,625.0
apartment,Capital Federal,Palermo,-34.592175,-58.42688689999999,38.0,2368.421052631579
apartment,Capital Federal,Palermo,-34.590213899999995,-58.4239348,43.0,2186.046511627907
house,Buenos Aires Interior,General Las Heras,-34.9273881,-58.94286870000001,350.0,328.57142857142856
apartment,Buenos Aires Interior,Bahía Blanca,-38.7136615,-62.26687610000001,22.0,1454.5454545454545
house,Buenos Aires Interior,Bahía Blanca,-38.7149447,-62.2424827,282.0,328.1491489361702
apartment,Capital Federal,Almagro,-34.606944,-58.41623810000001,38.0,2052.6315789473683
apartment,Capital Federal,Villa Crespo,-34.606944,-58.41623810000001,38.0,2052.6315789473683
house,Córdoba,Punilla,-31.4221903,-64.5072231,677.0,265.87887740029544
house,Mendoza,San Rafael,-34.6362807,-68.3536041,200.0,518.774
house,Bs.As. G.B.A. Zona Oeste,La Matanza,-34.8966484,-58.6972759,200.0,168.25099999999995
apartment,Capital Federal,Recoleta,-34.596967799999994,-58.3857945,138.0,4565.217391304348
house,Bs.As. G.B.A. Zona Sur,Esteban Echeverría,-34.8997278,-58.4890196,750.0,386.66666666666674
house,Santa Fe,Rosario,-32.9439938,-60.7132803,394.0,451.77664974619285
PH,Capital Federal,Monserrat,-34.627124,-58.387235,196.0,1112.2448979591836
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.995494,-57.545623,116.0,2112.0689655172414
house,Capital Federal,Boedo,-34.6292035,-58.4118558,230.0,1065.2173913043478
house,Córdoba,Río Cuarto,-33.1049052,-64.3393504,149.0,564.6007382550335
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.4112671,-58.8488172,30.0,2000.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.6614714,-58.68712539999999,400.0,450.0
house,Santa Fe,Rosario,-32.973599699999994,-60.63036750000001,74.0,1148.6486486486488
apartment,Capital Federal,Flores,-34.6263869,-58.4637002,60.0,1750.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0492326,-57.55177929999999,600.0,350.0
house,Buenos Aires Interior,Balcarce,-37.8550669,-58.2541954,276.0,597.8260869565217
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0030894,-57.5509025,25.0,1720.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9926808,-57.54973860000001,30.0,2000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0155982,-57.5742134,50.0,1570.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.008556,-57.555678500000006,58.0,1896.551724137931
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0029023,-57.5445221,50.0,1998.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00381289999999,-57.54950450000001,35.0,1714.2857142857142
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0138282,-57.53443470000001,25.0,2120.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9971066,-57.5448025,129.0,1317.8294573643414
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0051554,-57.5444733,26.0,2111.5384615384614
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0038094,-57.55184910000001,83.0,1807.2289156626507
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.075022,-57.5516505,319.0,623.5109717868337
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9901266,-57.54941450000001,64.0,2890.625
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0041245,-57.5464607,27.0,2070.3703703703704
house,Buenos Aires Interior,Luján,-34.5785436,-59.12166429999999,340.0,573.5294117647059
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.1106880974,-57.6054283262,75.0,1133.3333333333333
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.107334700900005,-57.6140240162,70.0,1285.7142857142858
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054956241,-57.544809418999996,38.0,2236.842105263158
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9960832423,-57.553753011800005,50.0,1598.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9841593,-57.5701182,70.0,928.5714285714287
house,Buenos Aires Costa Atlántica,Pinamar,-37.1361844,-56.8969024,602.0,229.2358803986711
house,Buenos Aires Costa Atlántica,Pinamar,-37.109419,-56.8507387,650.0,538.4615384615385
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0059088,-57.5520943,110.0,1800.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0083009,-57.5484481,40.0,1587.5
apartment,Capital Federal,Balvanera,-34.6136731,-58.4066547,43.0,1720.9302325581396
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0277041,-57.568351,200.0,450.0
apartment,Capital Federal,Belgrano,-34.5634297,-58.4671017,65.0,3061.5384615384614
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0264249,-57.5335257,89.0,1853.9325842696628
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0095378,-57.53959820000001,45.0,1888.888888888889
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1111781456,-56.8735801033,40.0,3875.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1195204,-56.85931360000001,45.0,1822.2222222222226
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1111781456,-56.8735801033,40.0,3625.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1111781456,-56.8735801033,40.0,3250.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9834365,-57.5851598,34.0,1558.8235294117646
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4465716804,-58.6315860665,160.0,2218.75
house,Córdoba,Córdoba,-31.425260700000006,-64.1509094,389.0,462.7249357326478
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0178614,-57.5262593,45.0,2555.555555555556
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0303663,-57.546237,107.0,2009.3457943925234
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9460036,-57.5865494,675.0,288.8888888888889
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.01097,-57.5447831,80.0,1375.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.978907,-57.5472444,102.0,1666.666666666667
store,Córdoba,Córdoba,-31.3798786,-64.1462538,36.0,615.3625
apartment,Córdoba,Córdoba,-31.3989609,-64.2203966,45.0,997.0431111111113
apartment,Córdoba,Córdoba,-31.4086836,-64.2084324,45.0,1044.4444444444443
apartment,Capital Federal,Balvanera,-34.6107716,-58.4045676,35.0,1885.7142857142856
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0007524,-57.5465434,44.0,1659.090909090909
house,Buenos Aires Interior,Tres Arroyos,-38.373899,-60.2682316,200.0,400.0
house,Buenos Aires Interior,Tres Arroyos,-38.3750867,-60.2701476,138.0,579.7101449275362
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.005987,-57.5451358,139.0,1258.9928057553955
apartment,Capital Federal,Caballito,-34.6097985966,-58.454667731899995,53.0,2150.943396226415
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.08572279999999,-57.5522563,110.0,636.3636363636364
apartment,Capital Federal,San Telmo,-34.6170031446,-58.37254149899999,80.0,1875.0
apartment,Capital Federal,San Telmo,-34.6249902,-58.3792879,38.0,1600.0
apartment,Capital Federal,Puerto Madero,-34.6177194,-58.3620561,83.0,5240.963855421687
house,Bs.As. G.B.A. Zona Sur,Wilde,-34.7236734,-58.33196750000001,200.0,800.0
apartment,Capital Federal,Recoleta,-34.5877916,-58.3978734,100.0,2550.0
apartment,Capital Federal,Belgrano,-34.5561645217,-58.45743741850001,93.0,2795.698924731182
store,Capital Federal,Palermo,-34.5813101,-58.4106973,41.0,8536.585365853658
apartment,Capital Federal,Barrio Norte,-34.588956,-58.400116,95.0,3136.842105263158
apartment,Capital Federal,Barrio Norte,-34.588956,-58.400116,44.0,3522.7272727272725
apartment,Capital Federal,Belgrano,-34.561685700000005,-58.4631122,36.0,2694.444444444445
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4802972157,-58.9825448287,269.0,1301.1152416356877
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4802972157,-58.9825448287,352.0,1278.409090909091
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.425399146,-58.8354814539,418.0,837.3205741626795
apartment,Capital Federal,Las Cañitas,-34.571149600000005,-58.4232966,110.0,2172.7272727272725
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.446299806199995,-58.896625090600004,81.0,1900.555555555556
PH,Capital Federal,Flores,-34.6314909,-58.463062,173.0,1242.7745664739884
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3589836,-58.6801517,330.0,1621.2121212121212
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.543054999999995,-58.7118577,32.0,1314.4609375
apartment,Capital Federal,Palermo,-34.5905174,-58.410287,114.0,2192.9824561403507
apartment,Capital Federal,Flores,-34.6324604,-58.46150079999999,90.0,1722.2222222222226
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,108.0,1309.5802777777776
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,69.0,2041.0076811594204
apartment,Capital Federal,Barracas,-34.6332154,-58.3754591,48.0,1854.166666666667
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,68.0,2100.794705882353
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.8210242979,-58.1826350583,64.0,2187.5
apartment,Capital Federal,San Telmo,-34.6253511032,-58.377386376800004,141.0,1404.2553191489362
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,72.0,1877.5738888888889
PH,Capital Federal,Villa Devoto,-34.6006877,-58.5143934,165.0,1121.2121212121212
apartment,Bs.As. G.B.A. Zona Norte,Victoria,-34.4551199,-58.541816,50.0,2560.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,203.0,1416.1122660098522
house,Capital Federal,Parque Chacabuco,-34.6360964,-58.4508404,145.0,1365.5172413793102
house,Córdoba,San Antonio de Arredondo,-31.4945372,-64.5447808,450.0,213.3333333333333
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.8209362206,-58.182828177299996,117.0,1709.4017094017097
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,206.0,1282.5599029126215
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4416452,-58.8742914,450.0,1666.666666666667
PH,Capital Federal,San Cristobal,-34.6201455668,-58.390583999499995,111.0,1306.3063063063064
house,Bs.As. G.B.A. Zona Sur,City Bell,-34.8777650698,-58.0664759707,100.0,1550.0
house,Córdoba,Villa Carlos Paz,-31.410875941100002,-64.4891289941,650.0,330.76923076923083
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.383742511,-58.682633923100006,300.0,1400.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.38089686510001,-58.681968680699995,300.0,1400.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.383742511,-58.682633923100006,300.0,1400.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3814635529,-58.6805953896,300.0,1400.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.380330173400004,-58.681625357899996,300.0,1400.0
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.41231155,-58.85058975,59.0,2033.8983050847453
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.8210771443,-58.182441939200004,95.0,2000.0
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.41231155,-58.85058975,68.0,1911.764705882353
apartment,Capital Federal,San Telmo,-34.6184291932,-58.3749402021,28.0,2321.428571428572
house,Capital Federal,Villa Luro,-34.6340397,-58.5090787,560.0,1821.428571428572
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9242070833,-57.9485016894,43.0,1511.6279069767445
house,Córdoba,Córdoba,-31.3882271,-64.2069023,186.0,725.8064516129033
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,300.0,1400.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4007292,-58.6377783,316.0,1677.2151898734173
apartment,Capital Federal,Congreso,-34.6083260733,-58.3957741454,123.0,959.3495934959352
store,Capital Federal,Centro / Microcentro,-34.607924,-58.37481500000001,140.0,3928.571428571429
apartment,Capital Federal,Tribunales,-34.60186229999999,-58.385343000000006,63.0,1714.2857142857142
apartment,Capital Federal,Monserrat,-34.6136758,-58.3897143,43.0,2093.0232558139537
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,604.0,2301.3245033112585
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,484.0,2376.03305785124
apartment,Capital Federal,Belgrano,-34.5629951,-58.4600285,90.0,3277.777777777778
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,-34.6927069591,-58.2882109555,140.0,2857.142857142857
apartment,Capital Federal,Floresta,-34.6282465,-58.48441089999999,60.0,2083.333333333333
apartment,Capital Federal,Belgrano,-34.561837100000005,-58.4439353,49.0,2632.6530612244896
apartment,Capital Federal,Flores,-34.637483700000004,-58.46014520000001,46.0,2608.695652173913
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,121.0,1996.880165289256
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4058892402,-58.6697617312,238.0,1533.6134453781513
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,127.0,1919.5189763779529
house,Capital Federal,Belgrano,-34.5686008,-58.4677743,325.0,2923.0769230769233
apartment,Capital Federal,Barrio Norte,-34.594418299999994,-58.40235379999999,110.0,2545.454545454545
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4120272352,-58.635561531,342.0,2777.777777777778
apartment,Capital Federal,Floresta,-34.6282465,-58.48441089999999,63.0,1825.3968253968253
house,Bs.As. G.B.A. Zona Sur,Cañuelas,-35.038793452600004,-58.75925886050001,160.0,1375.0
apartment,Capital Federal,Villa del Parque,-34.6057934,-58.4886936,37.0,2216.2162162162163
store,Capital Federal,Belgrano,-34.5686929604,-58.4507855402,80.0,1686.25
house,Capital Federal,Villa Lugano,-34.6798477,-58.4916091,200.0,840.0
house,Capital Federal,Villa Lugano,-34.6652941,-58.4889411,400.0,600.0
PH,Capital Federal,Palermo,-34.58061370000001,-58.4387003,220.0,1772.7272727272727
apartment,Córdoba,Villa Carlos Paz,-31.4031291839,-64.4822196237,140.0,1571.4285714285709
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,280.0,1321.4285714285713
apartment,Capital Federal,Nuñez,-34.5467018827,-58.4698205304,126.0,2539.6825396825398
apartment,Capital Federal,Recoleta,-34.5945369517,-58.397223573199994,32.0,3750.0
house,Bs.As. G.B.A. Zona Norte,General San Martín,-34.5822679,-58.5385034,188.0,797.8723404255319
house,Bs.As. G.B.A. Zona Norte,San Andres,-34.5586983,-58.5294284,105.0,571.4285714285714
apartment,Bs.As. G.B.A. Zona Norte,San Andres,-34.5702597599,-58.5451555252,60.0,1133.3333333333333
house,Bs.As. G.B.A. Zona Norte,San Andres,-34.5697296908,-58.54575634,165.0,1078.7878787878788
house,Bs.As. G.B.A. Zona Norte,San Andres,-34.5660967,-58.5342091,195.0,641.025641025641
house,Bs.As. G.B.A. Zona Norte,San Andres,-34.56648870000001,-58.54997510000001,145.0,1241.3793103448277
PH,Bs.As. G.B.A. Zona Norte,Villa Lynch,-34.593827600000004,-58.52459399999999,120.0,691.6666666666665
apartment,Capital Federal,Centro / Microcentro,-34.6036119739,-58.3783435822,28.0,2282.142857142857
apartment,Capital Federal,Palermo,-34.592251399999995,-58.4116405,89.0,2101.123595505618
apartment,Capital Federal,Belgrano,-34.56374279999999,-58.4523044,50.0,2880.0
apartment,Capital Federal,Colegiales,-34.5779426,-58.4519885,40.0,2225.0
house,Capital Federal,Belgrano,-34.548456,-58.452776,175.0,1771.4285714285709
PH,Capital Federal,Palermo,-34.591955299999995,-58.4358567,52.0,2865.384615384615
store,Capital Federal,Monserrat,-34.6178461823,-58.3867120743,62.0,1774.1935483870968
PH,Capital Federal,Coghlan,-34.5677409,-58.4751411,157.0,1369.4267515923566
apartment,Capital Federal,Parque Patricios,-34.630555,-58.3907567,26.0,1769.2307692307693
apartment,Capital Federal,Almagro,-34.6104066,-58.42593910000001,35.0,1685.7142857142858
house,Bs.As. G.B.A. Zona Norte,Manzanares,-34.444291203,-58.9835357666,120.0,1125.0
house,Mendoza,Capilla del Rosario,-32.9045828826,-68.7649564276,160.0,4375.0
apartment,Capital Federal,Saavedra,-34.5558987,-58.48059420000001,36.0,2208.333333333333
apartment,Capital Federal,Palermo,-34.6041153,-58.4089083,32.0,2109.375
apartment,Capital Federal,Monte Castro,-34.621292,-58.4963068,35.0,1714.2857142857142
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7583586,-58.39294810000001,70.0,1714.2857142857142
apartment,Capital Federal,Palermo,-34.5867594,-58.4393005,32.0,2843.75
PH,Capital Federal,Palermo,-34.5826598,-58.442361700000006,40.0,2250.0
apartment,Capital Federal,Palermo,-34.5826598,-58.442361700000006,40.0,2250.0
house,Capital Federal,Flores,-34.6209985,-58.4622015,350.0,1257.142857142857
house,Capital Federal,Flores,-34.623481299999995,-58.4666433,190.0,1526.3157894736844
