property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_aprox_usd
apartment,Capital Federal,Palermo,-34.566896,-58.434394,95.48104968209232,265000.0
house,Bs.As. G.B.A. Zona Sur,Wilde,-34.708915999999995,-58.33884000000001,165.49174594845022,100000.0
apartment,Santa Fe,Rosario,-32.965729,-60.63114399999999,49.386749835565,45000.0
house,Córdoba,Mina Clavero,-31.721688,-65.009191,632.762558038192,378500.0
house,Córdoba,Córdoba,-31.458624,-64.15300699999999,275.8195765807504,218726.33
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.9732102,-57.5725221,100.0,69000.0
apartment,Capital Federal,Retiro,-34.592926,-58.379395,34.02198322005589,83000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.08240120000001,-57.5401744,59.0,82000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0082107,-57.5497517,28.0,64000.0
PH,Bs.As. G.B.A. Zona Norte,Vicente López,-34.550345,-58.51872,186.1050128367401,129000.0
house,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4646818783,-58.510952954,233.0,400000.0
house,Bs.As. G.B.A. Zona Oeste,La Matanza,-34.733225,-58.581658,210.92085267939734,150000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9721415,-57.55178370000001,280.0,270000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0132463,-57.55521450000001,74.6288664181871,165000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0201258,-57.54388910000001,210.0,270000.0
house,Buenos Aires Costa Atlántica,Pinamar,-37.10720900000001,-56.8468302,95.0,150000.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.606155,-58.56880200000001,41.70436652781044,63000.0
apartment,Capital Federal,Flores,-34.636521,-58.470547,49.386749835565,110000.0
apartment,Capital Federal,Flores,-34.636521,-58.470547,49.386749835565,106000.0
apartment,Capital Federal,Flores,-34.636539,-58.47059,49.386749835565,106000.0
apartment,Capital Federal,Flores,-34.636539,-58.47059,49.386749835565,110000.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.60778,-58.568072,35.11946654973511,53000.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.607957,-58.568115,35.11946654973511,53000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.013693,-57.5654127,123.2483528720133,175000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.014245,-57.5444682,55.0,168000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.028994,-57.577286,57.92672584984625,48000.0
apartment,Bs.As. G.B.A. Zona Oeste,La Matanza,-34.69175,-58.528263,32.924499890376666,60000.0
apartment,Capital Federal,Recoleta,-34.590683,-58.38759200000001,25.24211658262211,82000.0
apartment,Capital Federal,Almagro,-34.617841641300004,-58.4190285787,28.534566571659774,57900.0
house,Capital Federal,Villa Lugano,-34.674925,-58.480339,194.69617170405908,150000.0
apartment,Capital Federal,Villa General Mitre,-34.6054588,-58.47262679999999,46.0,109000.0
apartment,Capital Federal,Villa General Mitre,-34.603472,-58.470192,62.0,122000.0
apartment,Capital Federal,Recoleta,-34.593156,-58.40971500000001,88.89614970401699,203000.0
apartment,Capital Federal,Palermo,-34.597695,-58.420047,76.82383307754554,157000.0
apartment,Capital Federal,Villa Soldati,-34.667453,-58.444583,87.79866637433777,48000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0029938267,-57.5442636196,36.21694987941433,68000.0
apartment,Buenos Aires Costa Atlántica,San Bernardo,-36.6938177,-56.6777002,34.0,46000.0
apartment,Capital Federal,Parque Avellaneda,-34.6402200144,-58.477967399499995,73.0,135000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9874831,-57.572817500000006,407.0,130000.0
house,Bs.As. G.B.A. Zona Norte,Martínez,-34.497803000000005,-58.538311,399.12715199332115,345000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0234623,-57.5549509,117.08593522841264,155000.0
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6003911,-58.577631,160.0,67000.0
apartment,Capital Federal,Parque Avellaneda,-34.640290630500004,-58.4778922976,73.0,135000.0
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6420329023,-58.5700495909,65.0,130000.0
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.699920500000005,-58.3907114,38.0,75000.0
house,Buenos Aires Interior,Sierra de los Padres,-37.9610468156,-57.7723395282,800.0,139000.0
apartment,Capital Federal,Caballito,-34.624030600000005,-58.4306873,34.0,99553.0
apartment,Capital Federal,Caballito,-34.624030600000005,-58.4306873,32.0,92423.0
house,Buenos Aires Interior,Sierra de los Padres,-37.950263799,-57.772474846,700.0,185000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9794824,-57.5548908,109.74833296792221,175000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.9794824,-57.5548908,70.0,75000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.9989542,-57.5790904,45.0,45000.0
house,Capital Federal,Mataderos,-34.6515814,-58.4900105,130.0,240000.0
store,Capital Federal,Centro / Microcentro,-34.607924,-58.37481500000001,222.0,534900.0
apartment,Capital Federal,Las Cañitas,-34.5720153629,-58.432845264099996,48.0,170000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00382310000001,-57.551846,91.0,240000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9780805,-57.570835,90.0,135000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00800870000001,-57.5411773,40.0,72000.0
apartment,Capital Federal,Puerto Madero,-34.6177194,-58.3620561,95.0,510000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0051421,-57.5429666,50.0,82000.0
house,Buenos Aires Interior,Bahía Blanca,-38.7279468,-62.26238370000001,130.0,90000.0
apartment,Buenos Aires Interior,Bahía Blanca,-38.7163395,-62.2733264,97.0,158000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.112174,-56.873195,32.924499890376666,72500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9981865,-57.5630095,65.0,108000.0
apartment,Capital Federal,Villa Urquiza,-34.5733045876,-58.4733942798,54.0,147522.33
apartment,Santa Fe,Rosario,-32.9363919,-60.6467159,37.0,71899.27
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3829437104,-58.7033068928,316.0,457000.0
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,75.0,89733.88
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,58.0,62337.0
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,86.0,84812.54
store,Córdoba,Córdoba,-31.402991600000004,-64.2147297,55.0,62337.0
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,75.0,67721.03
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,57.0,60850.78
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,59.0,62337.0
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,45.0,62477.21
apartment,Córdoba,Córdoba,-31.402991600000004,-64.2147297,45.0,62477.21
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0083494,-57.542869,30.0,60000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054823,-57.5461399,50.0,92000.0
apartment,Córdoba,Córdoba,-31.4053325,-64.1995215,53.0,58046.6
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9791796,-57.5532637,36.0,57500.0
apartment,Capital Federal,Palermo,-34.581820824,-58.4114090496,69.0,217000.0
PH,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.623884999999994,-58.596611,24.64967057440266,209000.0
apartment,Capital Federal,Villa Urquiza,-34.577463,-58.471208,65.84899978075333,175000.0
apartment,Córdoba,Córdoba,-31.4194216,-64.1795204,119.62568293503521,134600.82
apartment,Córdoba,Córdoba,-31.4003677,-64.167181,40.60688319813122,43745.26
apartment,Capital Federal,Palermo,-34.571149600000005,-58.4232966,104.0,245000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9903506,-57.5465712,88.0,170000.0
PH,Capital Federal,Villa Urquiza,-34.565369,-58.492145,76.41397878064825,154000.0
house,Santa Fe,Funes,-32.8980058255,-60.863012669300005,400.0,85000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.005987,-57.5451358,40.0,78000.0
house,Bs.As. G.B.A. Zona Oeste,General Rodríguez,-34.586531,-58.944805,113.5727668273678,130000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.084421,-57.5450495,47.19178317620655,70000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2848073,-56.9888795,68.04396644011177,85000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.265401376599996,-56.972547030200005,142.67283285829888,230000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2735648,-56.9920205,59.264099802678,57000.0
house,Buenos Aires Costa Atlántica,Villa Gesell,-37.24345,-56.97268199999999,832.0,180000.0
house,Buenos Aires Costa Atlántica,Villa Gesell,-37.2467936409,-56.9599416111,595.0,140000.0
house,Buenos Aires Costa Atlántica,Villa Gesell,-37.2409006512,-56.968951767700005,402.0,175000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2598939,-56.9714194,109.74833296792221,135000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.254661,-56.9649743,51.58171649492344,135000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2754666206,-56.980396166700004,54.874166483961105,95000.0
house,Bs.As. G.B.A. Zona Oeste,General Rodríguez,-34.589128,-58.933239,405.61702438345645,290000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2533929,-56.96385970000001,142.67283285829888,280000.0
house,Bs.As. G.B.A. Zona Oeste,General Rodríguez,-34.588368,-58.932316,259.5948956054121,198000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2556436,-56.9633174,89.99363303369621,200000.0
house,Bs.As. G.B.A. Zona Oeste,General Rodríguez,-34.591177,-58.93624300000001,356.94298145744165,229000.0
house,Bs.As. G.B.A. Zona Oeste,General Rodríguez,-34.641612,-58.973064,429.9540458464638,318000.0
house,Buenos Aires Costa Atlántica,Villa Gesell,-37.249912078600005,-56.9602721185,616.0,250000.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.629218,-58.719692,697.661281939545,750000.0
house,Buenos Aires Costa Atlántica,Costa Esmeralda,-37.016395355,-56.788396375,210.0,345000.0
house,Buenos Aires Costa Atlántica,Costa Esmeralda,-37.011186695,-56.7798133062,187.0,270000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0083009,-57.5484481,40.0,68000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054823,-57.5461399,73.0,138000.0
apartment,Buenos Aires Costa Atlántica,Valeria del Mar,-37.1460190439,-56.8818426132,54.0,135000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1160363,-56.8565022,35.0,85000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1152999,-56.8582436,69.0,145000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1265156401,-56.8630744349,62.0,220000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.11395020000001,-56.86247120000001,96.0,265000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1133409,-56.8662694,60.0,130000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1133409,-56.8662694,93.0,181000.0
apartment,Buenos Aires Costa Atlántica,Valeria del Mar,-37.1462927057,-56.8815851212,82.0,165000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1041139,-56.867371,42.0,76000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1389564833,-56.872593815600005,117.0,185000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1059049,-56.8573488,84.0,88000.0
apartment,Córdoba,Córdoba,-31.43076,-64.193265,46.09429984652733,55242.42
apartment,Córdoba,Córdoba,-31.430814,-64.193276,46.09429984652733,55242.42
apartment,Córdoba,Córdoba,-31.396718,-64.190363,46.09429984652733,65000.0
apartment,Córdoba,Córdoba,-31.415342,-64.19035799999999,65.84899978075333,55803.25
apartment,Capital Federal,Belgrano,-34.5623001,-58.45211389999999,78.0,184500.0
house,Río Negro,San Carlos de Bariloche,-41.136601,-71.257099,126.55251160763841,155000.0
apartment,Río Negro,San Carlos de Bariloche,-41.152188,-71.30883399999998,98.77349967113,55000.0
PH,Capital Federal,Palermo,-34.589042,-58.430688,180.0,650000.0
apartment,Capital Federal,Villa Urquiza,-34.5788912,-58.48386360000001,80.0,169500.0
house,Capital Federal,Mataderos,-34.6670292,-58.50871779999999,329.0,215000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.505272999999995,-58.878641,129.79744780270605,80000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3823451,-58.6821671,324.4936195067651,285000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3823451,-58.6821671,285.5543851659533,300000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40867,-58.63544399999999,58.0,170000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40867,-58.63544399999999,83.0,315000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,58.0,128319.45
apartment,Capital Federal,Recoleta,-34.594297999999995,-58.3827444,134.0,329000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4448826,-58.8820806,151.0,135000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,800.0,340000.0
apartment,Capital Federal,Chacarita,-34.585998499999995,-58.45443630000001,76.0,149500.0
PH,Bs.As. G.B.A. Zona Sur,Lanús,-34.702953,-58.401003,24.64967057440266,130000.0
apartment,Capital Federal,Barrio Norte,-34.5931450957,-58.3995715958,27.0,80000.0
apartment,Capital Federal,Palermo,-34.571149600000005,-58.4232966,128.0,419000.0
apartment,Capital Federal,Boedo,-34.633794,-58.423774,26.33959991230133,52000.0
house,Bs.As. G.B.A. Zona Oeste,Morón,-34.643784000000004,-58.617727,32.44936195067651,199900.0
apartment,Capital Federal,Boedo,-34.622953,-58.414993,28.534566571659774,56700.0
house,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.558562,-58.557923,160.62434165584875,157900.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,300.0,270000.0
apartment,Capital Federal,Saavedra,-34.552377,-58.491726,134.99044955054433,230000.0
store,Capital Federal,Retiro,-34.599558,-58.38258100000001,20.0,329000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4278006,-58.5740696,46.0,104000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4278006,-58.5740696,55.0,127000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4278006,-58.5740696,55.0,132000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054771,-57.5426106,117.0,98000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.411672100000004,-58.58994499999999,350.0,320000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0166203,-57.5712558,63.0,100000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0166203,-57.5712558,40.0,73000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0166203,-57.5712558,51.0,80000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.396305964899994,-58.6491013221,74.0,170000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.400853399999995,-58.6707139,250.0,520000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.406501899999995,-58.67586899999999,250.0,420000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4777205917,-58.910433102700004,69.0,99000.0
house,Bs.As. G.B.A. Zona Norte,San Miguel,-34.581028100000005,-58.6958929,140.0,272000.0
apartment,Santa Fe,Rosario,-32.94226810000001,-60.6714118,60.0,53840.32
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.429311,-58.592971,238.50281033747237,410000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,800.0,360000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,145.0,310000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,272.0,467000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.384224100000004,-58.67994350000001,275.0,480000.0
apartment,Capital Federal,Caballito,-34.6209278,-58.44587360000001,42.0,81800.28
apartment,Capital Federal,Caballito,-34.6136848,-58.4278657,80.0,227000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.425045152399996,-58.8792551051,140.0,220000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,55.0,128061.46
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4247185,-58.57453220000001,60.0,98000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.384224100000004,-58.67994350000001,421.8417053587947,420000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,58.0,136025.34
apartment,Capital Federal,Caballito,-34.6209278,-58.44587360000001,24.0,55768.71
house,Santa Fe,Capitán Bermúdez,-32.8146219,-60.7240183,130.0,39258.57
apartment,Capital Federal,Flores,-34.6263958606,-58.456840718500004,40.0,90000.0
apartment,Capital Federal,Caballito,-34.6209278,-58.44587360000001,40.0,86339.58
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,58.0,143731.24
apartment,Capital Federal,Once,-34.5998051869,-58.4047426725,50.0,119000.0
apartment,Capital Federal,Belgrano,-34.5570204,-58.4554005,53.0,143000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,112.0,305420.48
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4058842526,-58.676974838199996,240.0,390000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,112.0,320574.29
house,Santa Fe,Capitán Bermúdez,-32.8246732,-60.7175493,320.0,53279.49
apartment,Capital Federal,Caballito,-34.626239700000006,-58.43910770000001,50.0,140000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.406501899999995,-58.67586899999999,240.0,390000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5217516,-58.4736236,65.0,330000.0
apartment,Capital Federal,Villa Crespo,-34.5941241,-58.4411681,45.0,125000.0
apartment,Capital Federal,Belgrano,-34.5620844,-58.4566864,54.0,160000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3599297,-58.6819002,303.0,479000.0
apartment,Capital Federal,Nuñez,-34.5535276,-58.473599,83.0,195000.0
apartment,Capital Federal,Villa Crespo,-34.59337120000001,-58.442233,40.0,87650.0
apartment,Capital Federal,Villa Crespo,-34.59337120000001,-58.442233,40.0,85900.0
apartment,Capital Federal,Villa Crespo,-34.59337120000001,-58.442233,40.0,91200.0
apartment,Santa Fe,Rosario,-32.957602,-60.6731593,100.0,95000.0
house,Santa Fe,Capitán Bermúdez,-32.8258713,-60.714936,90.0,53279.49
PH,Santa Fe,Rosario,-32.8851413,-60.7004005,128.0,140000.0
apartment,Capital Federal,Barrio Norte,-34.593990000000005,-58.4041678,42.0,159000.0
apartment,Capital Federal,Barrio Norte,-34.593990000000005,-58.4041678,38.0,142000.0
house,Santa Fe,Capitán Bermúdez,-32.8629851,-60.7086795,319.0,117775.72
apartment,Capital Federal,Villa Luro,-34.6375843,-58.4925221,46.0,112000.0
house,Santa Fe,Capitán Bermúdez,-32.7999555,-60.72990770000001,486.7404292601477,25237.65
apartment,Capital Federal,Balvanera,-34.6092681,-58.3933815,21.0,52000.0
apartment,Capital Federal,Recoleta,-34.5899189,-58.39413560000001,107.0,250000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,118.0,375000.0
house,Santa Fe,Capitán Bermúdez,-32.825559600000005,-60.71751879999999,262.0,89733.88
apartment,Capital Federal,Villa Luro,-34.6375843,-58.4925221,50.0,118000.0
apartment,Capital Federal,Barrio Norte,-34.5895459,-58.39736360000001,107.0,250000.0
house,Capital Federal,San Cristobal,-34.6221904,-58.4012803,534.0,479000.0
PH,Capital Federal,Caballito,-34.6261895,-58.4386971,100.0,240000.0
apartment,Capital Federal,Barrio Norte,-34.5895459,-58.39736360000001,80.0,215000.0
apartment,Capital Federal,San Nicolás,-34.6056295,-58.3921787,90.0,179000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,72.0,247777.34
apartment,Capital Federal,Las Cañitas,-34.5708225411,-58.4347492032,50.0,175000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4276758,-58.5752328,52.0,125000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,107.0,336417.93
house,Bs.As. G.B.A. Zona Sur,Berazategui,-34.8029408447,-58.162780303299996,290.0,690000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,107.0,350528.58
house,Capital Federal,Caballito,-34.6209278,-58.44587360000001,480.0,590000.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.6349759504,-58.6658705936,210.92085267939734,179000.0
store,Capital Federal,Tribunales,-34.60186229999999,-58.385343000000006,222.0,534900.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4331807,-58.5759088,236.0,125000.0
house,Buenos Aires Costa Atlántica,San Bernardo,-36.6904427744,-56.6846796886,243.37021463007386,130000.0
house,Bs.As. G.B.A. Zona Norte,San Fernando,-34.4324852,-58.5628571,800.0,450000.0
PH,Capital Federal,Caballito,-34.6234028,-58.43341170000001,61.0,145000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,269.0,570000.0
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,-34.537412,-58.5121135,70.0,139000.0
apartment,Capital Federal,Villa Crespo,-34.59337120000001,-58.442233,51.0,115200.0
apartment,Capital Federal,Villa Crespo,-34.59337120000001,-58.442233,40.0,89400.0
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.470761700000004,-58.51229250000001,117.0,230000.0
house,Bs.As. G.B.A. Zona Sur,Vicente Casares,-34.9659797766,-58.6501730961,129.79744780270605,70000.0
apartment,Capital Federal,Belgrano,-34.560246632100004,-58.4430393205,90.0,229000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9620355,-57.57614399999999,194.69617170405908,95000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.98270460000001,-57.54627289999999,56.0,70000.0
apartment,Capital Federal,Palermo,-34.5602826251,-58.44293037,90.0,229000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4378590911,-58.788585292600004,380.0,145000.0
house,Buenos Aires Costa Atlántica,Los Acantilados,-38.1133109,-57.5938466,111.95029872983397,70000.0
apartment,Capital Federal,Barrio Norte,-34.5669407,-58.4315459,105.0,279000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.47064487,-58.940581132,430.0,500000.0
house,Capital Federal,Flores,-34.6179075,-58.46190429999999,392.0,590000.0
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.4301322,-58.8336371,40.0,105000.0
apartment,Capital Federal,Villa Urquiza,-34.5713347,-58.4812641,80.0,225000.0
store,Capital Federal,Villa del Parque,-34.605554999999995,-58.475547,20.0,330000.0
house,Bs.As. G.B.A. Zona Oeste,Morón,-34.664328000000005,-58.620266,219.03319316706646,155000.0
PH,Capital Federal,Balvanera,-34.60749000000001,-58.411934,69.01907760832745,130000.0
apartment,Capital Federal,Palermo,-34.5979931056,-58.4202635031,44.99681651684811,105000.0
PH,Bs.As. G.B.A. Zona Sur,La Plata,-34.90515,-58.033557,129.41077051561396,175000.0
PH,Bs.As. G.B.A. Zona Sur,La Plata,-34.90515,-58.033557,129.41077051561396,175000.0
apartment,Córdoba,Punilla,-31.424891,-64.49897299999999,43.899333187168885,95000.0
store,Santa Fe,Rosario,-32.944824,-60.63955,20.0,53000.0
apartment,Capital Federal,Chacarita,-34.584574,-58.449265,42.801849857489664,120000.0
PH,Bs.As. G.B.A. Zona Sur,Temperley,-34.782131,-58.41574,30.812088218003325,53000.0
PH,Bs.As. G.B.A. Zona Sur,Lanús,-34.703983,-58.392013,117.08593522841264,115000.0
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.703983,-58.392013,109.74833296792221,115000.0
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.753863,-58.385254,32.44936195067651,250000.0
store,Bs.As. G.B.A. Zona Sur,Lanús,-34.689989000000004,-58.388698,20.0,95000.0
apartment,Santa Fe,Rosario,-32.971957,-60.645999,27.437083241980552,42000.0
house,Capital Federal,Capital Federal,-34.558072693,-58.4570764543,195.0,270000.0
apartment,Capital Federal,Palermo,-34.5693554857,-58.4333625453,84.0,245000.0
apartment,Capital Federal,Palermo,-34.580572,-58.4400316,77.0,330000.0
apartment,Santa Fe,Santa Fe,-31.6110286,-60.6843399,120.0,70104.59
house,Córdoba,Punilla,-31.358303643899998,-64.5301787463,619.0,67300.41
apartment,Córdoba,Punilla,-31.414696000000006,-64.50828510000001,65.0,70104.59
apartment,Capital Federal,Villa Devoto,-34.621252899999995,-58.52571990000001,52.0,110000.0
apartment,Capital Federal,Palermo,-34.5786951,-58.4121129,96.0,270000.0
house,Bs.As. G.B.A. Zona Oeste,Merlo,-34.67767429999999,-58.7683098,300.0,120000.0
house,Buenos Aires Costa Atlántica,Chapadmalal,-38.15832391,-57.63180538090001,546.0,115000.0
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4732027,-58.5211936,38.0,98000.0
apartment,Capital Federal,Once,-34.6111699614,-58.402652714300004,78.0,85000.0
house,Bs.As. G.B.A. Zona Oeste,Merlo,-34.6676391,-58.75673000000001,350.0,85000.0
apartment,Capital Federal,Flores,-34.61052539999999,-58.411833400000006,37.0,73000.0
apartment,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.57664920000001,-58.7016744,100.0,90000.0
store,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.57664920000001,-58.7016744,100.0,180000.0
store,Bs.As. G.B.A. Zona Norte,San Isidro,-34.465487100000004,-58.5215774,32.0,100000.0
house,Capital Federal,Boca,-34.6352963,-58.3589522,300.0,120000.0
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6476734,-58.5809056,600.0,480000.0
apartment,Santa Fe,Rosario,-32.959760100000004,-60.6444353,57.0,74871.7
apartment,Santa Fe,Rosario,-32.9497065,-60.6765711,38.0,54681.58
house,Santa Fe,Rosario,-32.924600500000004,-60.757825,600.0,189000.0
house,Santa Fe,Rosario,-32.93072,-60.7580178,145.0,117775.72
apartment,Santa Fe,Rosario,-32.9442426,-60.65053879999999,52.0,70665.43
house,Santa Fe,Rosario,-32.931278000000006,-60.7580415,195.0,135000.0
PH,Bs.As. G.B.A. Zona Norte,General San Martín,-34.5793607409,-58.5495900982,49.29934114880532,65000.0
apartment,Capital Federal,Almagro,-34.601201,-58.417017,55.0,124000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0163723,-57.56907339999999,44.0,79200.0
house,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.581160746500004,-58.593113571800004,162.0,105000.0
