property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_aprox_usd
PH,Capital Federal,Mataderos,-34.6618237,-58.5088387,55.0,62000.0
apartment,Capital Federal,Mataderos,-34.6522615,-58.5229825,55.0,72000.0
apartment,Buenos Aires Costa Atlántica,Centro,-38.0026256,-57.5494468,35.0,64000.0
PH,Bs.As. G.B.A. Zona Norte,Munro,-34.53295670000001,-58.52178249999999,106.0,130000.0
apartment,Capital Federal,Belgrano,-34.5598729,-58.443362,45.0,138000.0
apartment,Capital Federal,Belgrano,-34.5598729,-58.443362,65.0,195000.0
apartment,Bs.As. G.B.A. Zona Norte,Martínez,-34.4860195,-58.5038139,39.0,115000.0
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5879112015,-58.698782844499995,164.0,250000.0
PH,Capital Federal,Mataderos,-34.6523561177,-58.5016239381,140.0,239000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,270.0,570000.0
apartment,Capital Federal,Palermo,-34.580503566,-58.4058744847,104.0,350000.0
apartment,Capital Federal,Palermo,-34.590926,-58.4116653,118.0,270500.0
house,Bs.As. G.B.A. Zona Oeste,General Rodríguez,-34.6501160392,-58.966033971499996,200.0,290000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3640924,-58.6897345,230.0,265000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4794863,-58.9845412,425.0,650000.0
apartment,Capital Federal,Flores,-34.635117947800005,-58.4739639408,43.0,75000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.453857,-58.84018100000001,150.0,178000.0
house,Bs.As. G.B.A. Zona Norte,Munro,-34.5417881941,-58.5403487953,207.0,130000.0
apartment,Córdoba,Córdoba,-31.405373600000004,-64.1562667,50.0,30846.02
PH,Bs.As. G.B.A. Zona Norte,Munro,-34.5272528,-58.51287660000001,172.0,169000.0
apartment,Capital Federal,Boedo,-34.6217693287,-58.4221081951,80.0,145000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4630984,-58.9021989,400.0,400000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,120.0,128000.0
apartment,Bs.As. G.B.A. Zona Norte,Del Viso,-34.4447426129,-58.7952483187,138.0,120000.0
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.4394337814,-58.7987030039,32.0,79000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.451624100000004,-58.9165454,209.0,320000.0
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.4649130957,-58.8595998774,30.0,47000.0
PH,Bs.As. G.B.A. Zona Norte,Pilar,-34.4518545,-58.9035669,140.0,165000.0
house,Capital Federal,Puerto Madero,-34.6177194,-58.3620561,80.0,70000.0
apartment,Capital Federal,Balvanera,-34.60967479999999,-58.3986588,141.0,240000.0
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4825362878,-58.587873528900005,142.0,440000.0
house,Capital Federal,Boedo,-34.636320899999994,-58.4107019,504.0,550000.0
apartment,Capital Federal,Caballito,-34.6222111,-58.43912829999999,50.0,110000.0
apartment,Capital Federal,Caballito,-34.623894314299996,-58.4468606529,100.0,170500.0
apartment,Capital Federal,Caballito,-34.6209278,-58.44587360000001,81.0,220410.0
apartment,Capital Federal,Caballito,-34.6209278,-58.44587360000001,81.0,222780.0
house,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4815405,-58.537634,720.0,440000.0
apartment,Capital Federal,Caballito,-34.6287865,-58.42778320000001,70.0,108000.0
apartment,Capital Federal,Nuñez,-34.553577600000004,-58.45551139999999,50.0,173000.0
house,Bs.As. G.B.A. Zona Sur,Berazategui,-34.8222793407,-58.1808181479,290.0,460000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4690857,-58.913461100000006,140.0,159000.0
apartment,Capital Federal,Boedo,-34.6187769485,-58.4026450688,38.0,72900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.034794,-57.5416872,79.01879973690399,235000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0150119,-57.5341134,332.0,350000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0089211,-57.5461427,29.0,51000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.000151,-57.54315,90.0,175000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0034731,-57.5501571,93.28608302273388,150000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0041665,-57.55775,46.09429984652733,118000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.9959097,-57.55834029999999,140.0,92000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0002623,-57.5461556,42.0,79900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9857857,-57.58271170000001,28.0,54900.0
house,Córdoba,Córdoba,-31.4253708,-64.1577465,275.8195765807504,875000.0
apartment,Córdoba,Córdoba,-31.4283549,-64.205149,58.166616472998776,50000.0
apartment,Córdoba,Córdoba,-31.4244069,-64.1800624,80.11628306658322,120000.0
house,Córdoba,Córdoba,-31.3567452,-64.2544127,674.9467285740715,385000.0
PH,Córdoba,Córdoba,-31.377005629099997,-64.2454497,117.08593522841264,135000.0
store,Córdoba,Córdoba,-31.3764076,-64.2123296,180.0,75000.0
apartment,Buenos Aires Costa Atlántica,San Bernardo,-36.6806689,-56.67748320000001,75.0,54000.0
house,Córdoba,Córdoba,-31.429541974899998,-64.2438036203,200.0,47671.12
apartment,Capital Federal,Belgrano,-34.5626966465,-58.4601567114,60.36158313235722,178000.0
house,Entre Ríos,Colón,-32.209711337399995,-58.2150341126,344.0,145817.55
house,Buenos Aires Interior,Luján,-34.5850814167,-59.1181568709,534.0,150000.0
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.711441581799996,-58.3792223609,95.0,120000.0
house,Córdoba,Punilla,-31.4180034,-64.50956550000001,129.0,70104.59
house,Buenos Aires Costa Atlántica,Villa Gesell,-37.2633972,-56.9732704,450.0,125000.0
house,Entre Ríos,Colón,-32.2155138937,-58.234014948900004,328.0,62315.19
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.738010100000004,-58.4038541,80.0,165000.0
house,Bs.As. G.B.A. Zona Norte,Jose Leon Suarez,-34.54517,-58.578136,162.24680975338256,96000.0
PH,Capital Federal,Colegiales,-34.579394,-58.445882,155.29292461873675,249000.0
house,Buenos Aires Interior,Exaltación de la Cruz,-34.392214,-59.038811,162.24680975338256,130000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9939416,-57.5666243,112.0,100000.0
house,Capital Federal,Floresta,-34.6280255,-58.46624789999999,600.0,219500.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9610169,-57.6212221,380.0,90000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0022545,-57.5435468,39.50939986845199,74600.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9580335,-57.5397252,47.0,72000.0
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,-34.40083,-58.677943000000006,109.74833296792221,185000.0
apartment,Bs.As. G.B.A. Zona Norte,Acassuso,-34.473735999999995,-58.503058,99.87098300080922,380000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9951681,-57.556337600000006,110.0,170000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.96374520000001,-57.5406483,97.0,85000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0947841,-57.5572926,338.0,100000.0
apartment,Santa Fe,Santa Fe,-31.622319,-60.705482,43.899333187168885,67300.41
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0022545,-57.5435468,36.0,74600.0
apartment,Capital Federal,Balvanera,-34.617226445,-58.395942936800004,87.79866637433777,129000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.005987,-57.5451358,84.0,140000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9979578,-57.554260600000006,30.0,65000.0
PH,Bs.As. G.B.A. Zona Sur,Quilmes,-34.732178999999995,-58.271759,115.8534516996925,130000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0126951,-57.53649100000001,324.4936195067651,260000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0131731,-57.5509598,73.53138308850788,120000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.1012841,-57.57042360000001,91.09111636337543,55000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0031103,-57.5484595,36.0,55000.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6049,-58.56197,42.801849857489664,64800.0
apartment,Capital Federal,Caballito,-34.620725,-58.438704,55.971649813640326,128000.0
apartment,Capital Federal,Balvanera,-34.603172,-58.399464,77.92131640722477,118000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0053306,-57.5510655,29.0,55900.0
house,Buenos Aires Costa Atlántica,Pinamar,-37.093483,-56.851845,32.44936195067651,750000.0
apartment,Neuquén,Confluencia,-38.962529,-68.063167,62.55654979171566,82664.53
apartment,Capital Federal,Barrio Norte,-34.594304,-58.403685,38.41191653877277,93000.0
house,Córdoba,Punilla,-31.389619,-64.495867,405.61702438345645,225000.0
house,Bs.As. G.B.A. Zona Norte,General San Martín,-34.567468,-58.51357,219.03319316706646,153000.0
PH,Capital Federal,Barracas,-34.65045,-58.382404,156.0,160000.0
house,Bs.As. G.B.A. Zona Norte,San Andres,-34.577168,-58.538654,190.0,108000.0
house,Córdoba,Villa Allende,-31.3528055,-64.3001146,243.37021463007386,110000.0
apartment,Córdoba,Córdoba,-31.414368300000003,-64.16957579999999,93.28608302273388,145000.0
PH,Córdoba,Córdoba,-31.3601771,-64.2244101,135.57318815921462,125000.0
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.5971063,-58.5294022,43.0,67000.0
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.5971063,-58.5294022,43.0,67000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4804129,-58.9920461,350.0,540000.0
PH,Capital Federal,Palermo,-34.585483,-58.428493,240.0,315000.0
store,Capital Federal,Congreso,-34.606296659,-58.3921889684,103.0,295000.0
house,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6431574,-58.6438259,0.0,180000.0
house,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6416382,-58.6401285,0.0,350000.0
apartment,Capital Federal,Villa Crespo,-34.5976786,-58.4430195,42.0,73800.0
apartment,Capital Federal,Villa Crespo,-34.5972900112,-58.4476543572,44.0,72000.0
apartment,Capital Federal,Las Cañitas,-34.56457657510001,-58.4372870022,68.0,235000.0
apartment,Capital Federal,Belgrano,-34.5620844,-58.4566864,57.0,240000.0
house,Bs.As. G.B.A. Zona Norte,Belén de Escobar,-34.3464684,-58.7886073,140.0,120000.0
store,Capital Federal,Chacarita,-34.5901808,-58.449152100000006,80.0,175000.0
apartment,Capital Federal,Villa Crespo,-34.5976786,-58.4430195,33.0,62000.0
apartment,Capital Federal,Belgrano,-34.5652650561,-58.438232801999995,69.0,237895.0
apartment,Capital Federal,Flores,-34.6255474,-58.4688765,65.0,99000.0
apartment,Capital Federal,Nuñez,-34.542750299999994,-58.46014520000001,66.0,229000.0
apartment,Capital Federal,Nuñez,-34.542750299999994,-58.46014520000001,45.0,135000.0
apartment,Capital Federal,Belgrano,-34.5640079,-58.45670429999999,33.0,92600.0
PH,Capital Federal,Almagro,-34.56910735,-58.40848979999999,85.0,165000.0
apartment,Santa Fe,Rosario,-32.9624973,-60.6481148,36.0,72796.61
apartment,Santa Fe,Rosario,-32.9461942,-60.6329053,128.0,127422.11
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.39676470000001,-58.6476628,454.0,650000.0
house,Buenos Aires Costa Atlántica,Pinamar,-37.1145662,-56.8607055,130.0,105000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.379763477800005,-58.6778488076,300.0,420000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3806135197,-58.686088553699996,300.0,420000.0
apartment,Capital Federal,Palermo,-34.5888617,-58.41230720000001,39.0,147300.0
apartment,Capital Federal,Puerto Madero,-34.611463536900004,-58.3627451275,109.0,550000.0
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.48533320000001,-58.5919848,80.0,310000.0
apartment,Capital Federal,Constitución,-34.6304059,-58.38275110000001,90.0,88900.0
apartment,Capital Federal,Belgrano,-34.5620844,-58.4566864,128.0,340000.0
PH,Capital Federal,Mataderos,-34.6572422,-58.5029706,28.0,53000.0
apartment,Capital Federal,Recoleta,-34.5955984,-58.4127129,33.0,120000.0
house,Bs.As. G.B.A. Zona Norte,Escobar,-34.3881827454,-58.771038828500004,600.0,290000.0
apartment,Capital Federal,Colegiales,-34.5769639,-58.4514688,126.0,238000.0
apartment,Capital Federal,Villa Urquiza,-34.56178060000001,-58.4928894,127.0,267500.0
apartment,Capital Federal,Villa Crespo,-34.5950254,-58.4381255,120.0,305000.0
apartment,Capital Federal,Barrio Norte,-34.5837821,-58.40422750000001,37.0,98000.0
house,Santa Fe,Rosario,-32.965676300000005,-60.6744763,200.0,70104.59
apartment,Capital Federal,Palermo,-34.5765042465,-58.4314684478,47.0,135000.0
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.710026844699996,-58.3883100725,376.0,430000.0
apartment,Capital Federal,Saavedra,-34.555257,-58.492172,38.0,95000.0
apartment,Capital Federal,Saavedra,-34.555257,-58.492172,71.0,181000.0
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6534243,-58.6393143,66.0,143000.0
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,-34.650075,-58.6390392,46.0,120000.0
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6546021,-58.6381974,80.0,160000.0
store,Capital Federal,Monserrat,-34.609641,-58.385127,20.0,470000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.419496,-58.670197,382.90247101798286,365000.0
house,Neuquén,San Martín de los Andes,-40.075398,-71.323931,389.39234340811817,1200000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.02557589999999,-57.5780163,234.0,120000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0982490897,-57.55907608,25.24211658262211,27000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9527514,-57.5856985,227.1455336547356,140000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0015549,-57.5471808,32.924499890376666,50000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.506035,-58.47965500000001,76.82383307754554,265000.0
house,Bs.As. G.B.A. Zona Norte,Escobar,-34.38125,-58.756628000000006,486.7404292601477,650000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.008826997199996,-57.5414943695,56.0,92000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00296229999999,-57.5511493,38.41191653877277,75000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0034731,-57.5501571,114.0,190000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9981865,-57.5630095,65.0,115000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.075495,-57.5576965,330.0,95000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9967528,-57.5702557,300.0,140000.0
house,Bs.As. G.B.A. Zona Oeste,Morón,-34.641202,-58.583854,373.16766243277993,320000.0
house,Buenos Aires Interior,Luján,-34.5134761598,-59.1055119337,470.51574828480943,455000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9619958,-57.540701,400.0,135000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054771,-57.5426106,40.0,60000.0
PH,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.649236,-58.55660400000001,83.80887995296905,110000.0
house,Capital Federal,Pompeya,-34.645897,-58.420619,32.44936195067651,370000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0009579,-57.55962339999999,73.94901172320797,85000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.947629600000006,-57.612876,259.5948956054121,190000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9918554,-57.5777326,286.0,120000.0
apartment,Buenos Aires Interior,Bahía Blanca,-38.7143542,-62.2616419,109.74833296792221,170000.0
apartment,Buenos Aires Interior,Bahía Blanca,-38.7314229,-62.2378094,40.0,46269.03
apartment,Río Negro,General Roca,-38.930713,-67.99199200000001,44.99681651684811,84125.51
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.11549099,-56.8586992927,80.11628306658322,220000.0
apartment,Neuquén,Neuquén,-38.9587937,-68.02562259999999,104.2609163195261,143013.37
apartment,Neuquén,Neuquén,-38.9500791,-68.0520473,85.0,240000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0165457,-57.5508794,96.0,192600.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0165457,-57.5508794,103.0,235000.0
apartment,Capital Federal,Parque Chas,-34.588369,-58.483862,46.09429984652733,105900.0
apartment,Capital Federal,Barracas,-34.631283,-58.3724,140.47786619894043,295000.0
house,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.548126700000005,-58.554131700000006,120.0,130000.0
house,Córdoba,Córdoba,-31.4209607,-64.1508619,410.4844286760579,1800000.0
house,Córdoba,Córdoba,-31.455899,-64.13095200000001,209.2983845818635,680000.0
house,Córdoba,Córdoba,-31.4129418,-64.2242696,246.6151508251415,108000.0
apartment,Córdoba,Córdoba,-31.430822,-64.1902624,1.0974833296792221,1236000.0
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,61655.59
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,62444.68
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,63245.56
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,64046.43
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,32.0,74451.92
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,32.0,75411.79
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,32.0,76371.66
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,62003.02
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,62815.68
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,63628.33
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,64435.09
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,27.0,65247.74
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,33.0,74628.58
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,33.0,75612.01
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,33.0,76589.55
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,28.0,65983.84
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,28.0,66825.94
apartment,Capital Federal,Paternal,-34.603593700000005,-58.4654251,28.0,67668.04
store,Capital Federal,Recoleta,-34.5959674,-58.4097736,33.0,139000.0
PH,Santa Fe,Rosario,-32.9465191,-60.6639113,29.0,40380.24
apartment,Santa Fe,Rosario,-32.9506425,-60.6721142,46.0,58887.86
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.955330700000005,-57.9410535,400.0,78517.14
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.9781117,-58.0428361,260.0,135000.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.929433700000004,-57.9437397,59.0,102633.12
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.929433700000004,-57.9437397,45.0,82443.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.929433700000004,-57.9437397,59.0,108241.49
apartment,Capital Federal,Caballito,-34.6173252463,-58.4492611885,32.924499890376666,70500.0
apartment,Capital Federal,Caballito,-34.6064821857,-58.45840488050001,28.0,64500.0
house,Córdoba,Córdoba,-31.398058110700003,-64.231082667,180.0,180000.0
apartment,Capital Federal,Puerto Madero,-34.617915100000005,-58.3617661,54.0,350000.0
apartment,Capital Federal,Agronomía,-34.5924699,-58.4944042,56.0,140000.0
PH,Capital Federal,Villa Pueyrredón,-34.5807783,-58.5058262,116.0,198000.0
apartment,Capital Federal,Caballito,-34.609806299999995,-58.4547167,42.0,91000.0
apartment,Capital Federal,Coghlan,-34.561509,-58.4688221,39.0,96000.0
apartment,Capital Federal,Palermo,-34.590242879899996,-58.4364018732,70.0,179000.0
apartment,Capital Federal,Almagro,-34.609693799999995,-58.41981850000001,77.0,210000.0
apartment,Córdoba,Córdoba,-31.3970334125,-64.1878688335,54.0,113849.86
apartment,Córdoba,Córdoba,-31.3970627179,-64.1879063845,65.0,123328.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,192.0,285000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,200.0,270000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,470.0,490000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,350.0,420000.0
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,-34.435338185999996,-58.56545421,65.0,85000.0
house,Bs.As. G.B.A. Zona Norte,Vicente López,-34.531609,-58.4717607,291.0,570000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.991137717,-57.557308485600004,125.0,155000.0
apartment,Capital Federal,Puerto Madero,-34.617915100000005,-58.3617661,54.0,330000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4360359523,-58.8005912791,315.0,470000.0
apartment,Capital Federal,San Telmo,-34.626675382399995,-58.37266568890001,41.0,108356.0
apartment,Córdoba,Villa Carlos Paz,-31.4141784,-64.488804,60.0,160000.0
apartment,Capital Federal,Almagro,-34.6176909,-58.4228255,56.0,120000.0
house,Mendoza,Mendoza,-32.949619816900004,-68.84965806560001,600.0,250000.0
house,Mendoza,Gobernador Benegas,-32.950000800000005,-68.8499985,600.0,250000.0
apartment,Capital Federal,Monserrat,-34.6130871,-58.38135989999999,60.0,120000.0
PH,Bs.As. G.B.A. Zona Oeste,San Justo,-34.676911364,-58.555260226499996,49.0,70000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.39676470000001,-58.6476628,120.0,290000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4019700137,-58.663627308100004,365.0,840000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,280.0,350000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.39676470000001,-58.6476628,130.0,300000.0
house,Capital Federal,Floresta,-34.633832700000006,-58.4926895,200.0,280000.0
house,Bs.As. G.B.A. Zona Sur,Bernal,-34.7150985,-58.2814599,300.0,250000.0
apartment,Capital Federal,Recoleta,-34.5910354,-58.40062320000001,140.0,378000.0
apartment,Córdoba,Córdoba,-31.4469454,-64.194128,95.0,142915.47
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0009579,-57.55962339999999,43.0,86239.28
apartment,Córdoba,Córdoba,-31.4469454,-64.194128,48.0,67082.77
house,Santa Fe,Rosario,-32.9410853,-60.8287802,519.1897912108242,460000.0
house,Bs.As. G.B.A. Zona Norte,General San Martín,-34.527786299999995,-58.56085570000001,206.0,140000.0
apartment,Bs.As. G.B.A. Zona Norte,General San Martín,-34.545933700000006,-58.5483199,40.0,78000.0
house,Buenos Aires Interior,Buenos Aires Interior,-38.416097,-63.616672,293.0,385000.0
apartment,Capital Federal,Flores,-34.6182635,-58.46745799999999,35.11946654973511,72000.0
house,Bs.As. G.B.A. Zona Sur,Jose Marmol,-34.7864852,-58.36625770000001,238.0,200000.0
house,Córdoba,Punilla,-31.4402651004,-64.5172681438,450.0,150000.0
apartment,Bs.As. G.B.A. Zona Norte,General San Martín,-34.573563,-58.539688,54.874166483961105,75000.0
house,Córdoba,Punilla,-31.4525438,-64.5084548,450.0,106558.98
apartment,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.5847812,-58.59702289999999,32.924499890376666,40000.0
apartment,Capital Federal,Palermo,-34.58489,-58.419,47.19178317620655,95000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.416055,-58.67404300000001,467.2708120897418,479000.0
apartment,Santa Fe,Santa Fe,-31.630801,-60.706576,65.84899978075333,78517.14
apartment,Santa Fe,Rosario,-32.914234,-60.68224300000001,32.924499890376666,43000.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.619580799999994,-58.7048733,242.0,120000.0
apartment,Capital Federal,Belgrano,-34.562043,-58.461685,48.28926650588578,117000.0
house,Santa Fe,Rosario,-32.972331,-60.630479,162.24680975338256,61692.04
apartment,Santa Fe,Rosario,-32.949762,-60.653395,58.166616472998776,84125.51
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9638994,-57.5790314,170.0,119000.0
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,-34.420363,-58.71059399999999,55.971649813640326,130000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.414557,-58.703041000000006,75.72634974786632,160000.0
house,Bs.As. G.B.A. Zona Norte,Beccar,-34.473828999999995,-58.558298,32.44936195067651,295000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.414557,-58.703041000000006,75.72634974786632,160000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0069214,-57.5501275,87.79866637433777,160000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.01203029999999,-57.5444231,77.0,125000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0069854,-57.554412600000006,77.0,115000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9979643,-57.5542583,33.0,60000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9444266,-57.5776118,210.92085267939734,87000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99624779999999,-57.5485356,38.0,49115.27
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99624779999999,-57.5485356,78.0,103446.34
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99624779999999,-57.5485356,55.0,69543.75
house,Buenos Aires Interior,Bahía Blanca,-38.6587805915,-62.2693182561,750.0,320000.0
apartment,Capital Federal,Villa Urquiza,-34.572645,-58.482177,106.45588297888455,230000.0
apartment,Córdoba,Córdoba,-31.4131939,-64.170158,73.0,100000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0078854,-57.53954690000001,55.0,66000.0
PH,Buenos Aires Costa Atlántica,San Bernardo,-36.69513,-56.679684,166.38527637721796,95000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.997455,-57.55089690000001,53.77668315428188,120000.0
PH,Buenos Aires Costa Atlántica,Mar del Tuyú,-36.560656,-56.69979,24.64967057440266,36000.0
apartment,Capital Federal,Villa Devoto,-34.58755,-58.51061600000001,59.264099802678,142000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.442893,-58.85318,801.4992401817099,780000.0
house,Buenos Aires Interior,Berisso,-34.878217,-57.891533,306.64647043389306,78517.14
apartment,Capital Federal,Barrio Norte,-34.596335,-58.409886,133.8929662208651,250000.0
store,Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,-34.506338,-58.670186,20.0,250000.0
apartment,Santa Fe,Rosario,-32.9531789216,-60.6295183434,30.0,47671.12
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.956051,-57.55445,110.0,130000.0
apartment,Capital Federal,Boca,-34.633761,-58.360234,83.0,140000.0
